"rules","support","confidence","lift"
"{把铁路修到拉萨去,白杨,丝绸之路} => {半截蜡烛}",0.019,0.75,10.636
"{把铁路修到拉萨去,半截蜡烛,古诗三首} => {丝绸之路}",0.026,1,11.143
"{半截蜡烛,古诗三首,丝绸之路} => {把铁路修到拉萨去}",0.026,1,12
"{把铁路修到拉萨去,半截蜡烛,丝绸之路} => {古诗三首}",0.026,1,12
"{把铁路修到拉萨去,古诗三首,丝绸之路} => {半截蜡烛}",0.026,0.8,11.345
"{白杨,草原,晏子使楚} => {古诗三首}",0.019,1,12
"{草原,古诗三首,晏子使楚} => {白杨}",0.019,1,12
"{白杨,古诗三首,晏子使楚} => {草原}",0.019,0.75,9
"{白杨,草原,古诗三首} => {晏子使楚}",0.019,1,13
"{白杨,草原,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,草原,晏子使楚} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,晏子使楚} => {草原}",0.019,0.75,9
"{把铁路修到拉萨去,白杨,草原} => {晏子使楚}",0.019,0.75,9.75
"{白杨,草原,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{草原,丝绸之路,晏子使楚} => {白杨}",0.019,1,12
"{白杨,丝绸之路,晏子使楚} => {草原}",0.019,0.75,9
"{草原,古诗三首,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,草原,晏子使楚} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,古诗三首,晏子使楚} => {草原}",0.019,0.6,7.2
"{把铁路修到拉萨去,草原,古诗三首} => {晏子使楚}",0.019,1,13
"{草原,古诗三首,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{草原,丝绸之路,晏子使楚} => {古诗三首}",0.019,1,12
"{古诗三首,丝绸之路,晏子使楚} => {草原}",0.019,0.6,7.2
"{草原,古诗三首,丝绸之路} => {晏子使楚}",0.019,0.75,9.75
"{把铁路修到拉萨去,草原,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{草原,丝绸之路,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,丝绸之路,晏子使楚} => {草原}",0.019,0.6,7.2
"{把铁路修到拉萨去,草原,丝绸之路} => {晏子使楚}",0.019,1,13
"{白杨,古诗三首,晏子使楚} => {把铁路修到拉萨去}",0.026,1,12
"{把铁路修到拉萨去,白杨,晏子使楚} => {古诗三首}",0.026,1,12
"{把铁路修到拉萨去,古诗三首,晏子使楚} => {白杨}",0.026,0.8,9.6
"{把铁路修到拉萨去,白杨,古诗三首} => {晏子使楚}",0.026,1,13
"{白杨,古诗三首,晏子使楚} => {丝绸之路}",0.026,1,11.143
"{白杨,丝绸之路,晏子使楚} => {古诗三首}",0.026,1,12
"{古诗三首,丝绸之路,晏子使楚} => {白杨}",0.026,0.8,9.6
"{白杨,古诗三首,丝绸之路} => {晏子使楚}",0.026,1,13
"{把铁路修到拉萨去,白杨,晏子使楚} => {丝绸之路}",0.026,1,11.143
"{白杨,丝绸之路,晏子使楚} => {把铁路修到拉萨去}",0.026,1,12
"{把铁路修到拉萨去,丝绸之路,晏子使楚} => {白杨}",0.026,0.8,9.6
"{把铁路修到拉萨去,白杨,丝绸之路} => {晏子使楚}",0.026,1,13
"{把铁路修到拉萨去,古诗三首,晏子使楚} => {丝绸之路}",0.032,1,11.143
"{古诗三首,丝绸之路,晏子使楚} => {把铁路修到拉萨去}",0.032,1,12
"{把铁路修到拉萨去,丝绸之路,晏子使楚} => {古诗三首}",0.032,1,12
"{把铁路修到拉萨去,古诗三首,丝绸之路} => {晏子使楚}",0.032,1,13
"{假如没有尘埃,七律.长征,小苗与大树的对话} => {新型玻璃}",0.013,0.667,4.727
"{假如没有尘埃,小苗与大树的对话,新型玻璃} => {七律.长征}",0.013,1,6.5
"{七律.长征,小苗与大树的对话,新型玻璃} => {假如没有尘埃}",0.013,1,6.783
"{假如没有尘埃,七律.长征,小苗与大树的对话} => {圆明园的毁灭}",0.013,0.667,4.333
"{假如没有尘埃,小苗与大树的对话,圆明园的毁灭} => {七律.长征}",0.013,1,6.5
"{七律.长征,小苗与大树的对话,圆明园的毁灭} => {假如没有尘埃}",0.013,0.667,4.522
"{白杨,草原,古诗三首} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,白杨,草原} => {古诗三首}",0.019,0.75,9
"{把铁路修到拉萨去,草原,古诗三首} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,古诗三首} => {草原}",0.019,0.75,9
"{白杨,草原,古诗三首} => {丝绸之路}",0.019,1,11.143
"{草原,古诗三首,丝绸之路} => {白杨}",0.019,0.75,9
"{白杨,古诗三首,丝绸之路} => {草原}",0.019,0.75,9
"{把铁路修到拉萨去,白杨,草原} => {丝绸之路}",0.019,0.75,8.357
"{把铁路修到拉萨去,草原,丝绸之路} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,丝绸之路} => {草原}",0.019,0.75,9
"{把铁路修到拉萨去,草原,古诗三首} => {丝绸之路}",0.019,1,11.143
"{草原,古诗三首,丝绸之路} => {把铁路修到拉萨去}",0.019,0.75,9
"{把铁路修到拉萨去,草原,丝绸之路} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,古诗三首,丝绸之路} => {草原}",0.019,0.6,7.2
"{把铁路修到拉萨去,白杨,古诗三首} => {丝绸之路}",0.026,1,11.143
"{白杨,古诗三首,丝绸之路} => {把铁路修到拉萨去}",0.026,1,12
"{把铁路修到拉萨去,白杨,丝绸之路} => {古诗三首}",0.026,1,12
"{把铁路修到拉萨去,古诗三首,丝绸之路} => {白杨}",0.026,0.8,9.6
"{假如没有尘埃,鲸,松鼠,窃读记,小苗与大树的对话} => {新型玻璃}",0.038,1,7.091
"{鲸,松鼠,窃读记,小苗与大树的对话,新型玻璃} => {假如没有尘埃}",0.038,1,6.783
"{假如没有尘埃,鲸,松鼠,新型玻璃} => {窃读记,小苗与大树的对话}",0.038,1,6.783
"{假如没有尘埃,窃读记,小苗与大树的对话,新型玻璃} => {鲸,松鼠}",0.038,1,8.667
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {白杨}",0.019,1,12
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {草原}",0.019,1,12
"{白杨,半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {晏子使楚}",0.019,1,13
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {古诗三首}",0.019,1,12
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {草原}",0.019,1,12
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {晏子使楚}",0.019,1,13
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {草原}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {晏子使楚}",0.019,1,13
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {草原}",0.019,1,12
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {晏子使楚}",0.019,1,13
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {古诗三首}",0.019,1,12
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {白杨}",0.019,1,12
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {晏子使楚}",0.019,1,13
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {晏子使楚}",0.019,1,13
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {白杨}",0.019,1,12
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {晏子使楚}",0.019,1,13
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {晏子使楚}",0.019,1,13
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {古诗三首}",0.019,1,12
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {晏子使楚}",0.019,1,13
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {晏子使楚}",0.019,1,13
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {古诗三首}",0.019,1,12
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {白杨}",0.019,1,12
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {草原}",0.019,1,12
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {草原}",0.019,1,12
"{把铁路修到拉萨去,白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {白杨}",0.019,1,12
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {草原}",0.019,1,12
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {草原}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {半截蜡烛}",0.019,1,14.182
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {古诗三首}",0.019,1,12
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {草原}",0.019,1,12
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {半截蜡烛}",0.019,1,14.182
"{把铁路修到拉萨去,半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {草原}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {半截蜡烛}",0.019,1,14.182
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {丝绸之路}",0.019,1,11.143
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {古诗三首}",0.019,1,12
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {白杨}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {半截蜡烛}",0.019,1,14.182
"{把铁路修到拉萨去,白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {丝绸之路}",0.019,1,11.143
"{白杨,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {半截蜡烛}",0.019,1,14.182
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {丝绸之路}",0.019,1,11.143
"{半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,半截蜡烛,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {半截蜡烛}",0.019,1,14.182
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {古诗三首}",0.019,1,12
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {白杨}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {草原}",0.019,1,12
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {晏子使楚}",0.019,1,13
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {草原}",0.019,1,12
"{把铁路修到拉萨去,白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {晏子使楚}",0.019,1,13
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {白杨}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {草原}",0.019,1,12
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {晏子使楚}",0.019,1,13
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {草原}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {晏子使楚}",0.019,1,13
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {古诗三首}",0.019,1,12
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路,晏子使楚} => {草原}",0.019,1,12
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {晏子使楚}",0.019,1,13
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {草原}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {晏子使楚}",0.019,1,13
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {晏子使楚}",0.019,1,13
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {古诗三首}",0.019,1,12
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路,晏子使楚} => {白杨}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {晏子使楚}",0.019,1,13
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {晏子使楚}",0.019,1,13
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,晏子使楚} => {丝绸之路}",0.019,1,11.143
"{冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路,晏子使楚} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路,晏子使楚} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {晏子使楚}",0.019,1,13
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {古诗三首}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {草原}",0.019,1,12
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {丝绸之路}",0.019,1,11.143
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {古诗三首}",0.019,1,12
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {白杨}",0.019,1,12
"{白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {草原}",0.019,1,12
"{把铁路修到拉萨去,白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子} => {丝绸之路}",0.019,1,11.143
"{白杨,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {白杨}",0.019,1,12
"{把铁路修到拉萨去,白杨,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {草原}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首} => {丝绸之路}",0.019,1,11.143
"{草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,古诗三首,丝绸之路} => {把铁路修到拉萨去}",0.019,1,12
"{把铁路修到拉萨去,草原,冬阳童年骆驼队,祖父的园子,童年的发现,儿童诗两首,杨氏之子,丝绸之路} => {古诗三首}",0.019,1,12
